file,sent_id,type,before_context,ours,reference,after_context,accept
br-n09,wgNI,replace,"I go to the bank,","and"" - "" Huh-uh.","and""- ""Huh-uh.","Now, Mis-ter McBride"", said Lord,",
br-n09,WWHH,replace,"to the heart, and another",gut flattening,gut-flattening,blow to the stomach. But,
br-n09,WWHH,replace,gut flattening blow to the,stomach.,stomach,But he couldn't keep up,
br-n09,82iE,replace,sprawling in the stinging dust.,"Fear maddened,","Fear-maddened,",fleeing the lengthening shadow of,
br-n09,PpuD,replace,the people of this isolated,law unto itself,law-unto-itself,world that was Lord's world.,
br-n09,mRb6,delete,done about it. Nothing unless,....,,"Donna! Donna, his young wife,",
br-n10,oGqC,replace,"were sitting on their heels,","rider fashion,","rider-fashion,",over by the still empty,
br-n10,x4Gj,replace,after a time away from,"you ..."".","you"".","""A year, Luis? Five? Ten?",
br-n10,JJGP,replace,"wait""? ""Maybe in a year,","Tomas ..."".","Tomas"".","""In a year she'll like",
br-n10,eVkI,replace,streak and a liking for,hell raising.,hell-raising.,They were all good men.,
br-n10,io+e,replace,"said. ""Don't press your luck,","badge toter"".","badge-toter"".","Brannon said, ""Now the key",
br-n11,0mnM,replace,"a rodeo. ""Well"", he explained,",""" s'posin","""s'posin'",you was a nester swingin',
br-n11,oD6e,replace,friend was forced to agree.,"""But,","""But","well, it just don't seem",
br-n11,5O/V,replace,"just don't seem sportin' somehow""!","""Sportin""'!","""Sportin'""!",The tall sunburnt rustler hunter,
br-n11,cUAt,replace,"somehow""! ""Sportin""'! The tall sunburnt",rustler hunter,rustler-hunter,"stared in amazement. ""Sportin""'! he",
br-n11,NmsH,replace,rustler hunter stared in amazement.,"""Sportin""'!","""Sportin'""!",he echoed again in soft,
br-n12,ZFjS,replace,"from the livery stable, Brenner",re-entered,reentered,the hotel and faced Summers,
br-n12,LA9l,replace,"for his gun, but apparently",hammer,thought better of,"it. ""That's the stuff"", Curt",
br-n12,1xAf,replace,a solid left to Jess's,mid section.,mid-section.,It was like hitting a,
br-n14,zY0j,replace,But he was more than,"half drunk,","half-drunk,",and his faculties were dulled.,
br-n15,KmOS,replace,enough for a properly performed,hundred-and-eighty degree,hundred-and-eighty-degree,turn. It was only a,
br-n15,S+Ap,delete,one on the right. If,...,,if they're Japs. Let's make,
br-n15,KNZi,replace,"button. ""Now, Sweeneys, now. Let's","take' em home "".","take 'em home"".",He hauled back on the,
br-n16,mr/+,replace,of gold. Autos whizzed past.,White shirted,White-shirted,and conservatively cravated drivers stared,
br-n16,mr/+,replace,whizzed past. White shirted and,conservatively cravated,conservatively-cravated,drivers stared conspicuously toward the,
br-n16,qFXK,replace,that spot where- hidden- more,"delicately textured,","delicately-textured,",most beautifully tinted hair must,
br-n16,m97D,replace,"Roebuck an Ah, an Huhmun",says' May,says 'May,Ah hev one too'? just,
br-n16,JFgm,replace,"behahn mah back, an Ah",doanthink,doan think,"thet's nahce at all, d'",
br-n16,JFgm,replace,"doanthink thet's nahce at all,","d' you ""?","d'you""?","""No, I don't"", Johnson said.",
br-n16,GEpo,replace,"""I'm a good Baptist, and","drinking ..."".","drinking""",Mrs. Roebuck very kindly let,
br-n16,JrdK,replace,duffel bag over the low,"side rack,","side-rack,",I stepped on the running,
br-n16,d+EX,replace,the rack and made a,western style flying mount,western-style flying-mount,"just in time, one of",
br-n16,J17y,replace,ditch sand was white and,"soft looking,","soft-looking,","only an occasional pebble discernible,",
br-n17,Lbne,replace,all I could think of,"was -"".","was""-",This time she stopped the,
br-n17,kafr,replace,"forgive me. I'm sorry""! ""I","forgive -"".","forgive""-","""That's what started all the",
br-n17,nbiM,delete,"me both, dear. Haven't we",...,,haven't I seen you ....,
br-n17,nbiM,replace,we ... haven't I seen,you ....,you.,"I mean, surely we've -",
br-n17,Zezt,replace,"you .... I mean, surely","we've - "".","we've""-","""You may have seen me",
br-n17,j0QW,replace,"""I've done several filmed commercials","for -"".","for""-","Then it hit me. ""ZING""!",
br-n17,wURx,delete,"in color, too, Miss, and",...,,"Miss? What's your name, anyway?",
br-n17,ilV+,replace,"and Bill Blake, partners in","ZING! ,","ZING!,",Inc.. They'd peddled the soap,
br-n17,NfH4,replace,"Did, I mean"". She paused.",""" Did","""Did","leap into the pool, and",
br-n17,4HUO,replace,house. But I'm pleased to,"hear - "".","hear""-","""So I just scooted out",
br-n17,aE3v,replace,Quebec Drive. I was so,"scared,",scared,"well, I just ran to",
br-n17,y8Pj,replace,"me, and I was so",scared.,scared,It was just somebody in,
br-n17,Truj,replace,"series, Underwater Western Eye, a",documentary type,documentary-type,show to be sponsored by,
br-n17,GN30,replace,could show what I can,"do "".","do"".",As far as I was,
br-n17,NWiw,replace,she smiled one of those,worth waiting for,worth-waiting-for,"smiles, and I smiled all",
br-n17,xEwn,replace,effects and glorious living color.,""" Soak","""Soak","as long as you want,",
br-n17,y5My,replace,"have everything all to yourself,","doggone "".","doggone""",I looked at my watch.,
br-n20,NOxM,replace,The burning air dried his,sweat soaked,sweat-soaked,clothes in salt edged patches.,
br-n20,NOxM,replace,his sweat soaked clothes in,salt edged,salt-edged,patches. He cleared his throat,
br-n20,Cgo0,replace,don't even know where we're,"headed. "" Hettie"",","headed"". ""Hettie"",",he said as gently as,
br-n20,EDob,replace,you want to get them,"aired "".","aired""",She said without turning her,
br-p01,k/Vt,replace,of screen doors. Even the,"stable garage,","stable-garage,",which housed nothing now but,
br-p02,M7f3,replace,"She said, ""Oh Eugenia, I","wish ..."".","wish""","""What""? ""I wish I had",
br-p03,bZCp,replace,,""" Thrifty","""Thrifty",of her to use it,
br-p03,oOmg,replace,read it? She's married that,"tenant! ""","tenant!""","""I read it, yes. This",
br-p03,C/fx,replace,her dress up the back.,""" Hurry,","""Hurry,",Frank! They're not going to,
br-p03,vbSl,replace,"Whipsnade Oscar, and Dr. Dunne","P. G.,","P.G.,",and C'un Major Frank. Mr.,
br-p03,02Yi,replace,if I ever hear you,say' Mist,say 'Mist,Laban' again I'll scream. And,
br-p03,NjUo,replace,at church Sunday. I heard,"you ""!","you""!","He really hadn't meant to,",
br-p03,8sIz,replace,"Rhyme 'em up cute- Arcilla,","Flotilla "".","Flotilla""","Edmonia for her mother, she",
br-p03,pPkK,replace,"said firmly, Jennifer, for herself,",and -.,and-,"""Kezziah, for Miss Kizzie"", he",
br-p03,gEeJ,replace,"'em out, hon"", he suggested.",""" A","""A","swell party, send an invite",
br-p03,gEeJ,replace,"party, send an invite to",ever' body,ever'body,but them- those folks you,
br-p04,fZqG,replace,got this idea about drying,"out"".","out""","""It ain't an idea""! ""If",
br-p04,ZVKD,replace,got a day's work to,do. -,do.-,"You'll be visiting Miss Doaty,",
br-p07,RGjf,replace,E. Andrews on the 'certain',"list ""?","list""?","""Cromwell, of course. He is",
br-p07,gaEG,replace,of what had been a,"well trained, well organized","well-trained, well-organized",crew struck Alexander with horror.,
br-p07,rP7c,replace,"side. ""Small violently jerked the",weather royal,weather-royal,brace with full intention to,
br-p07,KW9K,replace,"and if fortune frowned, an",eighteen year old,eighteen-year-old,boy with murder in his,
br-p07,9F3G,replace,should with assurance and dignity.,"Stern faced,","Stern-faced,","he inspected the prisoners, satisfying",
br-p09,bh8a,replace,He can even be a,mild voiced little town,mild-voiced little-town,guy with big town ideas,
br-p09,bh8a,replace,voiced little town guy with,big town,big-town,ideas and level gray eyes,
br-p10,pnJe,replace,delicate details crammed into an,eight by ten,eight-by-ten,sheet and looking as if,
br-p10,1j48,replace,was fifteen years older than,I - forty four -,I- forty-four-,but full of spring and,
br-p10,Thrz,replace,"gave me, along with the",five-hundred dollar,five-hundred-dollar,prize for my paintings of,
br-p10,ESbb,replace,door of the Brush-off reading,"""out",OUT,"to work"". It was mostly",
br-p10,ESbb,replace,"the Brush-off reading ""out to","work"".",WORK.,It was mostly for the,
br-p12,tN8E,replace,,""" I","""I",had a rather small place,
br-p12,bZ5K,replace,the gray jacket and the,dark gray,dark-gray,slacks and the fawn colored,
br-p12,bZ5K,replace,dark gray slacks and the,fawn colored,fawn-colored,shirt he had worn that,
br-p12,7DpS,replace,to go to church? he,wondered.,wondered,Probably because it was a,
br-p24,VkZh,replace,going to happen. Mike sat,quietly,quitely,watching the manager come nearer.,
br-p24,DTMZ,replace,"""Listen! This is the second","time "".","time""","""Sit down, sit down"", Eddie",
br-p24,gMt9,replace,don't get it. My batting,"average ... "".","average""","Eddie stood up abruptly, then",
br-r01,Em22,replace,"(and why not, after seven","marriages?) ,","marriages?),",had listed himself for Mormon,
br-r01,FZ4d,replace,"such as: ""They're under sand",dunes.,dunes,"They're better off, I tell",
br-r01,XcMY,replace,"They're better off, I tell",you.,you,"I saved their souls"". The",
br-r01,v5RG,replace,"four, nor five, nor six",of' em -,of 'em-,"there's seven! "" The next",
br-r01,v5RG,replace,six of' em - there's,"seven! ""","seven!""",The next day the police,
br-r01,/Gt+,replace,"Marshall with headlines: ""Viola's Multiple","Romances "", "" Viola","Romances"" ""Viola","Lake an Addict "", ""Downfall",
br-r01,/Gt+,replace,""", "" Viola Lake an","Addict "",","Addict""","""Downfall of Another Film Idol""!",
br-r03,pbA6,replace,bought (following Father Coughlin and,pre empting,pre-empting,"the Eddie Cantor, Manhattan Merry-go-round",
br-r03,pbA6,replace,my larder and ransacking my,"lingerie! ""","lingerie!""",My impassioned plea for civil,
br-r03,Una7,replace,"had a genius for ""throwing",myself,"myself""","into "" every role and",
br-r03,Una7,delete,"genius for ""throwing myself into","""",,"every role and ""playing it",
br-r03,ydrY,replace,"Letch ""went up"" in his",""" lines "",","""lines"",",I was the one to,
br-r03,Vp6j,replace,"my husband's staggering losses, ""or","else"".","else""",I shuddered to think that,
br-r04,FQeQ,replace,as you find you need,"'em "".","'em"".",He didn't even ask the,
br-r04,MaX1,replace,he didn't know of any,handyman carpenter.,handyman-carpenter.,There wasn't any such thing,
br-r04,8Yb1,replace,ever get 'em to do,"nothin '"".","nothin'"".",Instead of being depressed by,
br-r04,mPAC,replace,won't close and shelves and,"broken "".","broken""","""But those are the things",
br-r05,fAyd,replace,newspaper reported a local romance:,"""and",""" and",the couple were married last,
br-r05,ADF6,replace,the caterer's ad which read:,""" Are you getting married or having an affair?","""ARE YOU GETTING MARRIED OR HAVING AN AFFAIR?",We have complete facilities to,
br-r05,hqk5,replace,"so-so"". Indefinite reference also carries",double meaning,double-meaning,where an allusion to one,
br-r05,hJv+,replace,"the comedy of indefinite reference,",it wit,it-wit,occupies a prominent place because,
br-r06,Y5ZO,replace,went up to him and,"said,' But","said, 'But","you are the foreigners '"".",
br-r06,Y5ZO,replace,"said,' But you are the","foreigners '"".","foreigners'"".",I took a deep breath,
br-r06,J1S3,replace,that in America you have,non books,non-books,"by non writers, brought out",
br-r06,J1S3,replace,you have non books by,"non writers,","non-writers,",brought out by non publishers,
br-r06,J1S3,replace,"non writers, brought out by",non publishers,non-publishers,for non readers. Is it,
br-r06,J1S3,replace,out by non publishers for,non readers.,non-readers.,"Is it all non-fiction""? ""There",
br-r06,IxFQ,replace,"demonstration, the Paris Herald Tribune","wrote,' The non violence","wrote, 'The non-violence",became noisier'. And then Eichmann,
br-r06,Lnvf,replace,"was quoted as saying, in","non English,","non-English,",that Hitler's plan to exterminate,
br-r06,w3QY,replace,the next day it threatens,"co extinction"".","co-extinction"".",We sat for a while,
br-r06,eUs7,replace,whether or not I was,"non institutionalized "". My host","non-institutionalized"". MY HOST",went over and stared out,
br-r06,IaxA,replace,"in unison, I have no",doubt -' Ba-a-a'!,doubt- 'Ba-a-a'!,The sound mockery of sheep,
br-r06,6Yvm,replace,"laugh"". ""That is only partly","non nonsense"",","non-nonsense"",","he began. ""If you saw",
br-r06,DraL,replace,you saw the drama called,"Rhinoceros "",","Rhinoceros"",","I said, ""think of the",
br-r06,y9DT,replace,"rhinoceros. The rhinos would panic,",screaming' Help'! -if,screaming 'Help'!- if,that can be screamed in,
br-r06,P2Lo,replace,"""has now become screw-loose and",frenzy free.,frenzy-free.,In our age of Science,
br-r06,eL0x,replace,a spirit half so quickly,as' Strike frog eating,as 'Strike frog-eating,"Frenchmen dead '""! "" There",
br-r06,eL0x,replace,as' Strike frog eating Frenchmen,"dead '""! "" There","dead'""! ""There",was also Gott strafe Angleterre,
br-r06,u7ep,replace,There was also Gott strafe,"Angleterre "",","Angleterre"",","Moreland reminded me, "" and",
br-r06,u7ep,replace,"Angleterre "", Moreland reminded me,",""" and","""and","Carthago delenda est, or if",
br-r06,E+7g,replace,and complexity of poetry and,non poetry.,non-poetry.,I wrote a few years,
br-r07,Ut+b,replace,"while she was just talking,",""" you're","""you're",going to tell me what,
br-r07,LMfu,replace,"""He sure does shake. He's","old "".","old"".",Then there was the General,
br-r07,tlmT,replace,chiefly from a sort of,head tossing,head-tossing,"and prancing, a horselike balkiness",
br-r08,ll1L,replace,in the unforgettable epoch of,pre Punic,pre-Punic,"War Rome. Marcellus, the hero,",
br-r08,okCX,replace,"OF BINI SALFININISTAS, CAPITAL LP","63711 - R,","@63711-R,",one of the rare recordings,
br-r08,NeCC,replace,score requires) from the lowest,F major,F-major,register up to a barely,
br-r08,Xaj/,replace,produced a number of so-called,"""non dramas""","""non-dramas""","which have left indelible, bittersweet",
br-r08,wTNA,replace,"charming, and immensely readable My","Friend ,","Friend,",the Quizzical Salamander. Done in,
br-r08,xfzq,replace,"like a huge balloon, in","non time "".","non-time"".",It is his relentlessness and,
br-r08,xixR,replace,It is his relentlessness and,unwavering,unwaivering,adherence to this revolutionary artistic,
br-r09,5vxw,replace,were dining at the Hostaria,"dell 'Orso,","dell' Orso,","in Rome, you jimmied a",
br-r09,KPwh,replace,"same. compassionately yours, S. J.",Perelman. The doors,PERELMAN #REVULSION IN THE DESERT# THE DOORS,of the D train slid,
br-r09,nlu0,replace,"blue-black bang, the wide cheekbones,","olive flushed,","olive-flushed,",that betrayed the Cherokee strain,
